322.2,0.0,115.6,196.0,10.4,817.9,813.4,28.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28.0
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14.0
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14.0
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28.0
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3.0
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28.0
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3.0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56.0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100.0
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180.0
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7.0
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56.0
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14.0
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14.0
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56.0
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3.0
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56.0
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28.0
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360.0
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28.0
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3.0
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3.0
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90.0
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56.0
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28.0
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28.0
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28.0
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3.0
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7.0
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56.0
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3.0
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7.0
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28.0
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28.0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56.0
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28.0
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28.0
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28.0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28.0
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3.0
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3.0
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28.0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90.0
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14.0
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365.0
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100.0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28.0
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100.0
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14.0
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14.0
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56.0
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28.0
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3.0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28.0
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56.0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100.0
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100.0
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100.0
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3.0
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3.0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3.0
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28.0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28.0
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14.0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180.0
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56.0
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28.0
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7.0
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14.0
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28.0
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14.0
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14.0
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14.0
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3.0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3.0
222.4,0.0,96.7,189.3,4.5,967.1,870.3,28.0
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14.0
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7.0
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28.0
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28.0
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28.0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3.0
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100.0
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3.0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180.0
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28.0
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3.0
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100.0
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3.0
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28.0
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100.0
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7.0
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28.0
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3.0
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365.0
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7.0
